"","gene_names"
"1324","PMVK"
"1325","PBXIP1"
"1326","PYGO2"
"1327","AL451085.2"
"1328","SHC1"
"1329","CKS1B"
"1330","FLAD1"
"1331","ZBTB7B"
"1332","DCST2"
"1333","ADAM15"
"1334","EFNA3"
"1335","EFNA1"
"1336","SLC50A1"
"1337","DPM3"
"1338","KRTCAP2"
"1339","AL713999.1"
"1340","TRIM46"
"1341","AC234582.1"
"1342","THBS3"
"1343","MTX1"
"1344","GBA"
"1345","FAM189B"
"1346","SCAMP3"
"1347","CLK2"
"1348","HCN3"
"1349","PKLR"
"1350","FDPS"
"1351","RUSC1-AS1"
"1352","RUSC1"
"1353","ASH1L"
"1354","ASH1L-AS1"
"1355","MSTO1"
"1356","YY1AP1"
"1357","DAP3"
"1358","GON4L"
"1359","SYT11"
"1360","RIT1"
"1361","KHDC4"
"1362","ARHGEF2"
"1363","AL355388.1"
"1364","SSR2"
"1365","UBQLN4"
"1366","LAMTOR2"
"1367","RAB25"
"1368","MEX3A"
"1369","LMNA"
"1370","SEMA4A"
"1371","SLC25A44"
"1372","PMF1-BGLAP"
"1373","PAQR6"
"1374","SMG5"
"1375","TMEM79"
"1376","GLMP"
"1377","CCT3"
"1378","TSACC"
"1379","RHBG"
"1380","C1ORF61"
"1381","AL139412.1"
"1382","MEF2D"
"1383","AL365181.1"
"1384","IQGAP3"
"1385","NAXE"
"1386","GPATCH4"
"1387","AL365181.4"
"1388","HAPLN2"
"1389","BCAN"
"1390","AL365181.3"
"1391","NES"
"1392","CRABP2"
"1393","ISG20L2"
"1394","RRNAD1"
"1395","MRPL24"
"1396","HDGF"
"1397","PRCC"
"1398","NTRK1"
"1399","ARHGEF11"
"1400","ETV3"
"1401","KIRREL1"
"1402","LINC01704"
"1403","PYHIN1"
"1404","IFI16"
"1405","AIM2"
"1406","CADM3"
"1407","CADM3-AS1"
"1408","ACKR1"
"1409","AL513323.1"
"1410","DUSP23"
"1411","AL590560.2"
"1412","TAGLN2"
"1413","KCNJ10"
"1414","AL121987.1"
"1415","KCNJ9"
"1416","IGSF8"
"1417","ATP1A2"
"1418","ATP1A4"
"1419","CASQ1"
"1420","AL121987.2"
"1421","PEA15"
"1422","DCAF8"
"1423","AL139011.2"
"1424","COPA"
"1425","NCSTN"
"1426","NHLH1"
"1427","VANGL2"
"1428","AL121985.1"
"1429","CD244"
"1430","AL354714.1"
"1431","F11R"
"1432","AL591806.3"
"1433","TSTD1"
"1434","USF1"
"1435","ARHGAP30"
"1436","KLHDC9"
"1437","PFDN2"
"1438","NIT1"
"1439","DEDD"
"1440","UFC1"
"1441","USP21"
"1442","PPOX"
"1443","B4GALT3"
"1444","ADAMTS4"
"1445","NDUFS2"
"1446","TOMM40L"
"1447","NR1I3"
"1448","PCP4L1"
"1449","MPZ"
"1450","SDHC"
"1451","AL592295.4"
"1452","AL592295.3"
"1453","FCGR2A"
"1454","HSPA6"
"1455","FCRLB"
"1456","DUSP12"
"1457","ATF6"
"1458","OLFML2B"
"1459","NOS1AP"
"1460","C1ORF226"
"1461","SH2D1B"
"1462","UHMK1"
"1463","UAP1"
"1464","DDR2"
"1465","HSD17B7"
"1466","CCDC190"
"1467","RGS4"
"1468","RGS5"
"1469","AL499616.1"
"1470","NUF2"
"1471","PBX1"
"1472","RXRG"
"1473","LRRC52"
"1474","AL356441.1"
"1475","MGST3"
"1476","ALDH9A1"
"1477","TMCO1"
"1478","AL451074.2"
"1479","UCK2"
"1480","FAM78B"
"1481","AL583804.1"
"1482","POGK"
"1483","TADA1"
"1484","ILDR2"
"1485","MAEL"
"1486","GPA33"
"1487","AL451050.2"
"1488","POU2F1"
"1489","CD247"
"1490","CREG1"
"1491","RCSD1"
"1492","MPZL1"
"1493","ADCY10"
"1494","MPC2"
"1495","DCAF6"
"1496","GPR161"
"1497","TIPRL"
"1498","SFT2D2"
"1499","TBX19"
"1500","AL023755.1"
"1501","DPT"
"1502","AL031275.1"
"1503","LINC00626"
"1504","LINC00970"
"1505","ATP1B1"
"1506","NME7"
"1507","Z99758.1"
"1508","BLZF1"
"1509","CCDC181"
"1510","SLC19A2"
"1511","AL021068.1"
"1512","F5"
"1513","SELP"
"1514","C1ORF112"
"1515","SELE"
"1516","METTL18"
"1517","SCYL3"
"1518","KIFAP3"
"1519","AL354732.1"
"1520","GORAB"
"1521","AL023495.1"
"1522","PRRX1"
"1523","MROH9"
"1524","FMO4"
"1525","PRRC2C"
"1526","MYOCOS"
"1527","VAMP4"
"1528","METTL13"
"1529","DNM3"
"1530","PIGC"
"1531","C1ORF105"
"1532","SUCO"
"1533","AL031599.1"
"1534","TNFSF18"
"1535","TNFSF4"
"1536","AL645568.1"
"1537","PRDX6"
"1538","SLC9C2"
"1539","AL139142.1"
"1540","ANKRD45"
"1541","KLHL20"
"1542","CENPL"
"1543","DARS2"
"1544","ZBTB37"
"1545","SERPINC1"
"1546","RC3H1"
"1547","AL121983.2"
"1548","RABGAP1L"
"1549","Z99127.1"
"1550","CACYBP"
"1551","MRPS14"
"1552","TNN"
"1553","Z94057.1"
"1554","TNR"
"1555","AL513329.1"
"1556","COP1"
"1557","AL359265.3"
"1558","PAPPA2"
"1559","ASTN1"
"1560","BRINP2"
"1561","AL122019.1"
"1562","SEC16B"
"1563","RASAL2-AS1"
"1564","RASAL2"
"1565","CLEC20A"
"1566","C1ORF220"
"1567","RALGPS2"
"1568","ANGPTL1"
"1569","FAM20B"
"1570","TOR3A"
"1571","ABL2"
"1572","SOAT1"
"1573","AXDND1"
"1574","TDRD5"
"1575","AL359853.3"
"1576","FAM163A"
"1577","AL359853.2"
"1578","TOR1AIP2"
"1579","AL353708.3"
"1580","TOR1AIP1"
"1581","AL353708.2"
"1582","AL353708.1"
"1583","CEP350"
"1584","QSOX1"
"1585","LHX4"
"1586","ACBD6"
"1587","XPR1"
"1588","KIAA1614"
"1589","AL162431.2"
"1590","STX6"
"1591","MR1"
"1592","IER5"
"1593","CACNA1E"
"1594","AL161734.1"
"1595","LINC01344"
"1596","GLUL"
"1597","RGSL1"
"1598","RNASEL"
"1599","RGS16"
"1600","RGS8"
"1601","NPL"
"1602","DHX9"
"1603","SHCBP1L"
"1604","LAMC1"
"1605","LAMC2"
"1606","NMNAT2"
"1607","SMG7"
"1608","NCF2"
"1609","ARPC5"
"1610","RGL1"
"1611","APOBEC4"
"1612","COLGALT2"
"1613","TSEN15"
"1614","AL445228.2"
"1615","C1ORF21"
"1616","EDEM3"
"1617","FAM129A"
"1618","LINC01633"
"1619","RNF2"
"1620","TRMT1L"
"1621","SWT1"
"1622","IVNS1ABP"
"1623","HMCN1"
"1624","TPR"
"1625","ODR4"
"1626","AL596220.1"
"1627","PDC"
"1628","AL096803.3"
"1629","PTGS2"
"1630","PACERR"
"1631","PLA2G4A"
"1632","ERVMER61-1"
"1633","LINC01035"
"1634","BRINP3"
"1635","AL354771.1"
"1636","LINC01351"
"1637","AL391645.1"
"1638","LINC01720"
"1639","LINC01680"
"1640","AL954650.1"
"1641","AL390957.1"
"1642","RGS1"
"1643","AL136454.1"
"1644","RGS2"
"1645","UCHL5"
"1646","TROVE2"
"1647","GLRX2"
"1648","CDC73"
"1649","B3GALT2"
"1650","LINC01031"
"1651","AL357793.1"
"1652","AL356272.1"
"1653","KCNT2"
"1654","CFH"
"1655","ASPM"
"1656","ZBTB41"
"1657","CRB1"
"1658","AL136322.1"
"1659","DENND1B"
"1660","C1ORF53"
"1661","LHX9"
"1662","NEK7"
"1663","PTPRC"
"1664","AL157402.2"
"1665","MIR181A1HG"
"1666","LINC01221"
"1667","AC099673.1"
"1668","NR5A2"
"1669","LINC00862"
"1670","AC104461.1"
"1671","ZNF281"
"1672","KIF14"
"1673","DDX59"
"1674","AL445483.1"
"1675","CAMSAP2"
"1676","KIF21B"
"1677","CACNA1S"
"1678","TMEM9"
"1679","PKP1"
"1680","TNNT2"
"1681","PHLDA3"
"1682","CSRP1"
"1683","AC096677.1"
"1684","NAV1"
"1685","IPO9-AS1"
"1686","IPO9"
"1687","SHISA4"
"1688","AL513217.1"
"1689","LMOD1"
"1690","TIMM17A"
"1691","RNPEP"
"1692","ELF3-AS1"
"1693","GPR37L1"
"1694","ARL8A"
"1695","PTPN7"
"1696","LGR6"
"1697","UBE2T"
"1698","PPP1R12B"
"1699","SYT2"
"1700","AC104463.2"
"1701","KDM5B"
"1702","PCAT6"
"1703","RABIF"
"1704","KLHL12"
"1705","ADIPOR1"
"1706","CYB5R1"
"1707","TMEM183A"
"1708","PPFIA4"
"1709","ADORA1"
"1710","CHI3L1"
"1711","CHIT1"
"1712","BTG2"
"1713","FMOD"
"1714","PRELP"
"1715","ATP2B4"
"1716","SNRPE"
"1717","SOX13"
"1718","ETNK2"
"1719","REN"
"1720","KISS1"
"1721","GOLT1A"
"1722","PLEKHA6"
"1723","AL606489.1"
"1724","PPP1R15B"
"1725","PIK3C2B"
"1726","MDM4"
"1727","AL512306.3"
"1728","LRRN2"
"1729","NFASC"
"1730","CNTN2"
"1731","TMEM81"
"1732","RBBP5"
"1733","DSTYK"
"1734","TMCC2"
"1735","NUAK2"
"1736","KLHDC8A"
"1737","LEMD1"
"1738","CDK18"
"1739","MFSD4A"
"1740","ELK4"
"1741","SLC45A3"
"1742","NUCKS1"
"1743","RAB29"
"1744","SLC41A1"
"1745","PM20D1"
"1746","SLC26A9"
"1747","RAB7B"
"1748","RHEX"
"1749","AC244035.1"
"1750","SRGAP2"
"1751","IKBKE"
"1752","RASSF5"
"1753","EIF2D"
"1754","DYRK3"
"1755","MAPKAPK2"
"1756","PFKFB2"
"1757","YOD1"
"1758","C4BPA"
"1759","AL445493.3"
"1760","AL596218.1"
"1761","CD55"
"1762","CR2"
"1763","CR1"
"1764","CR1L"
"1765","CD46"
"1766","MIR29B2CHG"
"1767","AL356275.1"
"1768","PLXNA2"
"1769","LINC01717"
"1770","AC092810.3"
"1771","CAMK1G"
"1772","LAMB3"
"1773","AL031316.1"
"1774","G0S2"
"1775","HSD11B1"
"1776","TRAF3IP3"
"1777","C1ORF74"
"1778","IRF6"
"1779","UTP25"
"1780","SYT14"
"1781","SERTAD4-AS1"
"1782","SERTAD4"
"1783","HHAT"
"1784","KCNH1"
"1785","RCOR3"
"1786","TRAF5"
"1787","LINC00467"
"1788","SLC30A1"
"1789","NEK2"
"1790","AC096637.2"
"1791","AC096637.1"
"1792","LPGAT1"
"1793","INTS7"
"1794","DTL"
"1795","PPP2R5A"
"1796","AL360091.3"
"1797","TMEM206"
"1798","NENF"
"1799","AC092803.2"
"1800","ATF3"
"1801","BATF3"
"1802","NSL1"
"1803","TATDN3"
"1804","SPATA45"
"1805","FLVCR1-DT"
"1806","FLVCR1"
"1807","VASH2"
"1808","ANGEL2"
"1809","RPS6KC1"
"1810","AL592402.1"
"1811","AC096639.1"
"1812","PROX1"
"1813","AL592287.1"
"1814","SMYD2"
"1815","PTPN14"
"1816","CENPF"
"1817","KCNK2"
"1818","KCTD3"
"1819","USH2A"
"1820","ESRRG"
"1821","GPATCH2"
"1822","SPATA17"
"1823","RRP15"
"1824","TGFB2"
"1825","LYPLAL1-DT"
"1826","LYPLAL1"
"1827","AC096642.1"
"1828","AL513283.1"
"1829","ZC3H11B"
"1830","SLC30A10"
"1831","EPRS"
"1832","BPNT1"
"1833","IARS2"
"1834","RAB3GAP2"
"1835","MARK1"
"1836","C1ORF115"
"1837","MARC2"
"1838","MARC1"
"1839","RNU6ATAC35P"
"1840","LINC01352"
"1841","HLX-AS1"
"1842","HLX"
"1843","DUSP10"
"1844","LINC02257"
"1845","AL356108.1"
"1846","AL513314.2"
"1847","HHIPL2"
"1848","TAF1A"
"1849","TAF1A-AS1"
"1850","MIA3"
"1851","AL592148.3"
"1852","AIDA"
"1853","BROX"
"1854","FAM177B"
"1855","AC093152.1"
"1856","DISP1"
"1857","TLR5"
"1858","SUSD4"
"1859","CAPN8"
"1860","CAPN2"
"1861","TP53BP2"
"1862","AC138393.3"
"1863","FBXO28"
"1864","DEGS1"
"1865","AC092809.4"
"1866","NVL"
"1867","CNIH4"
"1868","WDR26"
"1869","CNIH3"
"1870","AL391811.1"
"1871","DNAH14"
"1872","LBR"
"1873","ENAH"
"1874","AC099066.2"
"1875","SRP9"
"1876","EPHX1"
"1877","AL591895.1"
"1878","TMEM63A"
"1879","LEFTY1"
"1880","AL117348.2"
"1881","SDE2"
"1882","H3F3A"
"1883","LINC01703"
"1884","ACBD3"
"1885","ACBD3-AS1"
"1886","LIN9"
"1887","PARP1"
"1888","STUM"
"1889","ITPKB"
"1890","PSEN2"
"1891","COQ8A"
"1892","CDC42BPA"
"1893","AL451047.1"
"1894","LINC01641"
"1895","ZNF678"
"1896","SNAP47"
"1897","JMJD4"
"1898","PRSS38"
"1899","WNT9A"
"1900","WNT3A"
"1901","ARF1"
"1902","C1ORF35"
"1903","MRPL55"
"1904","GUK1"
"1905","GJC2"
"1906","IBA57"
"1907","OBSCN-AS1"
"1908","OBSCN"
"1909","TRIM11"
"1910","TRIM17"
"1911","HIST3H2A"
"1912","HIST3H2BB"
"1913","RNF187"
"1914","RHOU"
"1915","RAB4A"
"1916","AL117350.1"
"1917","CCSAP"
"1918","ACTA1"
"1919","NUP133"
"1920","ABCB10"
"1921","TAF5L"
"1922","URB2"
"1923","GALNT2"
"1924","AL136988.2"
"1925","PGBD5"
"1926","AL133516.1"
"1927","COG2"
"1928","AGT"
"1929","AL512328.1"
"1930","CAPN9"
"1931","C1ORF198"
"1932","TTC13"
"1933","ARV1"
"1934","FAM89A"
"1935","TRIM67"
"1936","C1ORF131"
"1937","GNPAT"
"1938","EXOC8"
"1939","SPRTN"
"1940","EGLN1"
"1941","AL445524.1"
"1942","TSNAX-DISC1"
"1943","DISC1"
"1944","SIPA1L2"
"1945","LINC01744"
"1946","MAP10"
"1947","NTPCR"
"1948","PCNX2"
"1949","MAP3K21"
"1950","KCNK1"
"1951","SLC35F3"
"1952","AL355472.3"
"1953","AL355472.4"
"1954","AL355472.1"
"1955","COA6"
"1956","TARBP1"
"1957","IRF2BP2"
"1958","LINC00184"
"1959","AL160408.1"
"1960","LINC01132"
"1961","AL732292.2"
"1962","TOMM20"
"1963","RBM34"
"1964","ARID4B"
"1965","TBCE"
"1966","TBCE-1"
"1967","B3GALNT2"
"1968","GNG4"
"1969","LYST"
"1970","NID1"
"1971","GPR137B"
"1972","ERO1B"
"1973","EDARADD"
"1974","LGALS8"
"1975","AL359921.2"
"1976","AL359921.1"
"1977","HEATR1"
"1978","ACTN2"
"1979","MTR"
"1980","RYR2"
"1981","AL359924.1"
"1982","MTRNR2L11"
"1983","AL359551.1"
"1984","CHRM3"
"1985","CHRM3-AS2"
"1986","FMN2"
"1987","AL359918.2"
"1988","GREM2"
"1989","AL365184.1"
"1990","RGS7"
"1991","AL359764.1"
"1992","FH"
"1993","KMO"
"1994","OPN3"
"1995","WDR64"
"1996","EXO1"
"1997","PLD5"
"1998","AL591686.2"
"1999","CEP170"
"2000","AL606534.1"
"2001","AL606534.2"
"2002","SDCCAG8"
"2003","AKT3"
"2004","AL591885.1"
"2005","ZBTB18"
"2006","AL590483.1"
"2007","C1ORF100"
"2008","AL645465.1"
"2009","ADSS"
"2010","CATSPERE"
"2011","DESI2"
"2012","AL451007.3"
"2013","COX20"
"2014","HNRNPU"
"2015","AL356512.1"
"2016","EFCAB2"
"2017","KIF26B"
"2018","KIF26B-AS1"
"2019","SMYD3"
"2020","AC118555.1"
"2021","TFB2M"
"2022","CNST"
"2023","AL591848.3"
"2024","AL591848.2"
"2025","SCCPDH"
"2026","AL591848.4"
"2027","AHCTF1"
"2028","ZNF670-ZNF695"
"2029","ZNF669"
"2030","ZNF124"
"2031","AL390728.6"
"2032","AL390728.5"
"2033","ZNF496"
"2034","NLRP3"
"2035","GCSAML"
"2036","AL390860.1"
"2037","TRIM58"
"2038","OR2AJ1"
"2039","OR2L8"
"2040","OR2AK2"
"2041","OR2L5"
"2042","OR2L2"
"2043","OR2L3"
"2044","OR2L13"
"2045","OR2M2"
"2046","OR2M3"
"2047","OR2M4"
"2048","OR2T12"
"2049","OR2T6"
"2050","OR2G6"
"2051","OR2T10"
"2052","OR2T11"
"2053","OR14I1"
"2054","LYPD8"
"2055","SH3BP5L"
"2056","ZNF672"
"2057","ZNF692"
"2058","PGBD2"
"2059","FAM110C"
"2060","SH3YL1"
"2061","ACP1"
"2062","ALKAL2"
"2063","LINC01865"
"2064","AC105393.2"
"2065","TMEM18"
"2066","AC092159.2"
"2067","AC092159.1"
"2068","LINC01115"
"2069","AC116614.1"
"2070","SNTG2"
"2071","TPO"
"2072","AC141930.1"
"2073","PXDN"
"2074","MYT1L"
"2075","AC093390.2"
"2076","MYT1L-AS1"
"2077","AC018685.2"
"2078","AC011995.2"
"2079","LINC01250"
"2080","AC019118.2"
"2081","EIPR1"
"2082","TRAPPC12"
"2083","TRAPPC12-AS1"
"2084","ADI1"
"2085","AC231981.1"
"2086","AC108488.2"
"2087","RNASEH1"
"2088","RNASEH1-AS1"
"2089","RPS7"
"2090","COLEC11"
"2091","ALLC"
"2092","DCDC2C"
"2093","LINC01248"
"2094","SOX11"
"2095","LINC00487"
"2096","NRIR"
"2097","CMPK2"
"2098","RSAD2"
"2099","AC017076.1"
"2100","RNF144A"
"2101","AC068481.1"
"2102","AC010904.2"
"2103","AC007463.1"
"2104","LINC00298"
"2105","LINC00299"
"2106","AC011747.2"
"2107","ID2-AS1"
"2108","ID2"
"2109","KIDINS220"
"2110","MBOAT2"
"2111","ASAP2"
"2112","ITGB1BP1"
"2113","CPSF3"
"2114","IAH1"
"2115","ADAM17"
"2116","AC080162.1"
"2117","AC073195.1"
"2118","YWHAQ"
"2119","AC082651.4"
"2120","TAF1B"
"2121","AC010969.2"
"2122","GRHL1"
"2123","AC104794.2"
"2124","KLF11"
"2125","CYS1"
"2126","C2ORF48"
"2127","HPCAL1"
"2128","ODC1"
"2129","NOL10"
"2130","AC007314.1"
"2131","RN7SL832P"
"2132","ATP6V1C2"
"2133","PDIA6"
"2134","AC092687.1"
"2135","LINC01954"
"2136","KCNF1"
"2137","AC062028.1"
"2138","C2ORF50"
"2139","PQLC3"
"2140","ROCK2"
"2141","AC099344.1"
"2142","LINC00570"
"2143","E2F6"
"2144","GREB1"
"2145","NTSR2"
"2146","LPIN1"
"2147","MIR3681HG"
"2148","AC096559.1"
"2149","TRIB2"
"2150","AC073062.1"
"2151","LINC00276"
"2152","AC016730.1"
"2153","FAM84A"
"2154","AC068286.1"
"2155","NBAS"
"2156","DDX1"
"2157","LINC01804"
"2158","MYCNUT"
"2159","MYCNOS"
"2160","MYCN"
"2161","AC010145.1"
"2162","FAM49A"
"2163","AC008164.1"
"2164","RAD51AP2"
"2165","VSNL1"
"2166","SMC6"
"2167","GEN1"
"2168","KCNS3"
"2169","AC079148.1"
"2170","RDH14"
"2171","LINC01376"
"2172","OSR1"
"2173","TTC32"
"2174","WDR35"
"2175","AC079145.1"
"2176","LAPTM4A"
"2177","AC098828.2"
"2178","SDC1"
"2179","PUM2"
"2180","RHOB"
"2181","HS1BP3"
"2182","GDF7"
"2183","AC012065.4"
"2184","LDAH"
"2185","APOB"
"2186","AC018742.1"
"2187","LINC01830"
"2188","AC096570.1"
"2189","AC018467.1"
"2190","AC012506.4"
"2191","KLHL29"
"2192","AC011239.1"
"2193","AC009242.1"
"2194","ATAD2B"
"2195","UBXN2A"
"2196","MFSD2B"
"2197","WDCP"
"2198","FKBP1B"
"2199","SF3B6"
"2200","FAM228B"
"2201","TP53I3"
"2202","PFN4"
"2203","AC008073.3"
"2204","AC008073.2"
"2205","FAM228A"
"2206","ITSN2"
"2207","AC009228.1"
"2208","NCOA1"
"2209","PTRHD1"
"2210","CENPO"
"2211","ADCY3"
"2212","DNAJC27"
"2213","DNAJC27-AS1"
"2214","EFR3B"
"2215","POMC"
"2216","DNMT3A"
"2217","AC012074.1"
"2218","DTNB"
"2219","AC104699.1"
"2220","ASXL2"
"2221","KIF3C"
"2222","RAB10"
"2223","GAREM2"
"2224","HADHA"
"2225","HADHB"
"2226","ADGRF3"
"2227","SELENOI"
"2228","DRC1"
"2229","OTOF"
"2230","CIB4"
"2231","KCNK3"
"2232","CENPA"
"2233","DPYSL5"
"2234","AC013472.2"
"2235","MAPRE3"
"2236","TMEM214"
"2237","AGBL5"
"2238","AC013472.3"
"2239","AC013403.2"
"2240","OST4"
"2241","EMILIN1"
"2242","KHK"
"2243","CGREF1"
"2244","ABHD1"
"2245","PREB"
"2246","SLC5A6"
"2247","ATRAID"
"2248","CAD"
"2249","SLC30A3"
"2250","DNAJC5G"
"2251","TRIM54"
"2252","UCN"
"2253","MPV17"
"2254","GTF3C2"
"2255","GTF3C2-AS1"
"2256","AC074117.1"
"2257","EIF2B4"
"2258","SNX17"
"2259","ZNF513"
"2260","PPM1G"
"2261","NRBP1"
"2262","KRTCAP3"
"2263","IFT172"
"2264","FNDC4"
"2265","GCKR"
"2266","C2ORF16"
"2267","ZNF512"
"2268","CCDC121"
"2269","GPN1"
"2270","SUPT7L"
"2271","SLC4A1AP"
"2272","LINC01460"
"2273","MRPL33"
"2274","RBKS"
"2275","BABAM2"
"2276","AC104695.2"
"2277","FOSL2"
"2278","AC104695.3"
"2279","PLB1"
"2280","AC074011.1"
"2281","AC092164.1"
"2282","PPP1CB"
"2283","SPDYA"
"2284","AC097724.1"
"2285","TRMT61B"
"2286","WDR43"
"2287","TOGARAM2"
"2288","CLIP4"
"2289","ALK"
"2290","AC016907.2"
"2291","YPEL5"
"2292","LBH"
"2293","LCLAT1"
"2294","CAPN13"
"2295","GALNT14"
"2296","CAPN14"
"2297","EHD3"
"2298","XDH"
"2299","AL133247.1"
"2300","AL121652.1"
"2301","MEMO1"
"2302","DPY30"
"2303","AL121655.1"
"2304","SPAST"
"2305","AL121658.1"
"2306","SLC30A6"
"2307","NLRC4"
"2308","YIPF4"
"2309","AL133245.1"
"2310","BIRC6"
"2311","TTC27"
"2312","LINC00486"
"2313","LTBP1"
"2314","RASGRP3"
"2315","AC020594.1"
"2316","FAM98A"
"2317","LINC01317"
"2318","AC068599.1"
"2319","LINC01320"
"2320","AC073218.2"
"2321","AC012593.1"
"2322","AC009414.2"
"2323","CRIM1"
"2324","FEZ2"
"2325","VIT"
"2326","STRN"
"2327","HEATR5B"
"2328","GPATCH11"
"2329","EIF2AK2"
"2330","SULT6B1"
"2331","CEBPZOS"
"2332","CEBPZ"
"2333","NDUFAF7"
"2334","PRKD3"
"2335","QPCT"
"2336","AC006369.1"
"2337","CDC42EP3"
"2338","LINC00211"
"2339","RMDN2"
"2340","RMDN2-AS1"
"2341","CYP1B1"
"2342","CYP1B1-AS1"
"2343","AC009229.2"
"2344","AC009229.1"
"2345","ATL2"
"2346","AC011247.1"
"2347","HNRNPLL"
"2348","GALM"
"2349","SRSF7"
"2350","GEMIN6"
"2351","DHX57"
"2352","MORN2"
"2353","ARHGEF33"
"2354","AC019171.1"
"2355","SOS1"
"2356","CDKL4"
"2357","MAP4K3"
"2358","AC007388.1"
"2359","TMEM178A"
"2360","THUMPD2"
"2361","SLC8A1-AS1"
"2362","SLC8A1"
"2363","LINC01794"
"2364","C2ORF91"
"2365","AC013480.1"
"2366","PKDCC"
"2367","AC083949.1"
"2368","EML4"
"2369","COX7A2L"
"2370","KCNG3"
"2371","MTA3"
"2372","HAAO"
"2373","AC016735.1"
"2374","ZFP36L2"
"2375","THADA"
"2376","PLEKHH2"
"2377","DYNC2LI1"
"2378","ABCG5"
"2379","ABCG8"
"2380","LRPPRC"
"2381","PPM1B"
"2382","SLC3A1"
"2383","PREPL"
"2384","CAMKMT"
"2385","SRBD1"
"2386","PRKCE"
"2387","EPAS1"
"2388","ATP6V1E2"
"2389","RHOQ"
"2390","AC018682.1"
"2391","PIGF"
"2392","CRIPT"
"2393","SOCS5"
"2394","AC016722.3"
"2395","LINC01119"
"2396","AC016722.2"
"2397","MCFD2"
"2398","TTC7A"
"2399","STPG4"
"2400","AC073283.3"
"2401","CALM2"
"2402","AC106869.1"
"2403","EPCAM"
"2404","MSH2"
"2405","KCNK12"
"2406","MSH6"
"2407","FBXO11"
"2408","AC079807.1"
"2409","AC092650.1"
"2410","FOXN2"
"2411","AC093635.1"
"2412","PPP1R21"
"2413","STON1-GTF2A1L"
"2414","AC073082.1"
"2415","AC009975.1"
"2416","FSHR"
"2417","AC009975.2"
"2418","NRXN1"
"2419","AC007402.1"
"2420","AC010967.1"
"2421","ASB3"
"2422","GPR75-ASB3"
"2423","CHAC2"
"2424","ERLEC1"
"2425","PSME4"
"2426","ACYP2"
"2427","C2ORF73"
"2428","SPTBN1"
"2429","AC092839.1"
"2430","AC093110.1"
"2431","EML6"
"2432","RTN4"
"2433","CLHC1"
"2434","RPS27A"
"2435","MTIF2"
"2436","AC012358.3"
"2437","CCDC88A"
"2438","CFAP36"
"2439","PPP4R3B"
"2440","AC015982.1"
"2441","PNPT1"
"2442","EFEMP1"
"2443","AC011306.1"
"2444","MIR217HG"
"2445","AC007743.1"
"2446","CCDC85A"
"2447","VRK2"
"2448","FANCL"
"2449","LINC01122"
"2450","LINC01793"
"2451","AC007100.1"
"2452","MIR4432HG"
"2453","BCL11A"
"2454","PAPOLG"
"2455","LINC01185"
"2456","REL"
"2457","PUS10"
"2458","PEX13"
"2459","KIAA1841"
"2460","C2ORF74"
"2461","AC016747.2"
"2462","USP34"
"2463","AC016727.1"
"2464","XPO1"
"2465","FAM161A"
"2466","CCT4"
"2467","AC107081.2"
"2468","COMMD1"
"2469","AC018462.1"
"2470","B3GNT2"
"2471","TMEM17"
"2472","AC092155.1"
"2473","EHBP1"
"2474","AC092567.1"
"2475","AC009501.1"
"2476","WDPCP"
"2477","MDH1"
"2478","UGP2"
"2479","VPS54"
"2480","PELI1"
"2481","AC012368.1"
"2482","LINC00309"
"2483","AC008074.1"
"2484","LGALSL"
"2485","AC008074.3"
"2486","AFTPH"
"2487","SERTAD2"
"2488","LINC01800"
"2489","LINC02245"
"2490","SLC1A4"
"2491","LINC02576"
"2492","CEP68"
"2493","RAB1A"
"2494","ACTR2"
"2495","SPRED2"
"2496","AC012370.2"
"2497","AC007389.3"
"2498","AC007389.5"
"2499","MEIS1-AS3"
"2500","MEIS1"
"2501","MEIS1-AS2"
"2502","LINC01798"
"2503","LINC01797"
"2504","LINC01799"
"2505","LINC01828"
"2506","LINC01829"
"2507","ETAA1"
"2508","AC007422.2"
"2509","C1D"
"2510","WDR92"
"2511","AC017083.3"
"2512","PNO1"
"2513","AC017083.1"
"2514","CNRIP1"
"2515","PLEK"
"2516","FBXO48"
"2517","APLF"
"2518","ARHGAP25"
"2519","ANTXR1"
"2520","GFPT1"
"2521","NFU1"
"2522","AAK1"
"2523","ANXA4"
"2524","AC092431.1"
"2525","GMCL1"
"2526","SNRNP27"
"2527","MXD1"
"2528","ASPRV1"
"2529","PCBP1"
"2530","AC016700.3"
"2531","LINC01816"
"2532","C2ORF42"
"2533","PCYOX1"
"2534","SNRPG"
"2535","FAM136A"
"2536","AC022201.1"
"2537","TGFA"
"2538","ADD2"
"2539","AC005234.1"
"2540","FIGLA"
"2541","CLEC4F"
"2542","VAX2"
"2543","ATP6V1B1"
"2544","AC007040.2"
"2545","ANKRD53"
"2546","NAGK"
"2547","MCEE"
"2548","MPHOSPH10"
"2549","PAIP2B"
"2550","ZNF638"
"2551","DYSF"
"2552","CYP26B1"
"2553","EXOC6B"
"2554","SPR"
"2555","EMX1"
"2556","SFXN5"
"2557","RAB11FIP5"
"2558","SMYD5"
"2559","PRADC1"
"2560","CCT7"
"2561","FBXO41"
"2562","EGR4"
"2563","ALMS1"
"2564","TPRKB"
"2565","DUSP11"
"2566","C2ORF78"
